code,name
A07TK,"Toddler food, 1-3 years"
A07TL,Children food
A07TM,Children food 4-8 years
A07TN,Children food 9-15 years
A07TP,Special diets
A07TQ,Diabetics
A07TR,Coeliac disease
A07TS,Sporting
A07TT,Weight reduction
A07TV,Animal feed
A07TX,Feed for food animals
A07TY,Cattle feed
A07TZ,Fish feed (food fish)
A07VA,Game feed
A07VB,Horse feed
A07VC,Pig feed
A07VD,Poultry feed
A07VE,Rabbit feed
A07VF,Sheep and goat feed
A07VG,Feed for laboratory animals
A07VH,Feed for non-food producing animals
A07VJ,Bird feed
A07VK,Cat feed
A07VL,Dog feed
A07VM,Pet fish feed
A07VN,Other pet feed
A07VP,Ready-to-eat
A07VQ,Non-ready-to-eat
A07VR,Intended to be eaten raw
A07VS,Intended to be eaten cooked
A07VT,Raw and intended to be eaten raw
A07VV,Raw but intended to be eaten cooked
A07VX,Made from pasteurised milk
A07VY,Made from raw or low heat-treated milk
A07VZ,Containing raw cream
A07XA,Containing heat-treated cream
A07XB,Containing raw eggs
A07XC,Made with raw eggs
A07XD,Unspecified
A07XE,Other
A07XG,Maize grain (feed)
A07XH,Rye grain (feed)
A07XK,White/refined
A07XL,Ripe / mature
A07XM,Unripe / immature
A07XN,Tripe (as part-nature)
A07XQ,Leg (as part-nature)
A07XR,Giblet (as part-nature)
A07XS,Breast (as part-nature)
A07XY,Granulation (from powder)
A07XZ,Instantisation
A07Y0,Swordfish
A07Y1,Bullet tuna
A07Y2,Fine powder
A07Y3,Coarse powder
A07Y4,Fine paste
A0AL2,"Other water snails, conches and whelks (as animal)"
A0B8L,Gluten free
A0B8M,Low sodium / reduced salt
A0B8N,Low / reduced lactose
A0B8V,Facets
A0B8Y,Part-nature
A0B8Z,Physical-state
A0B91,Surrounding-medium
A0B92,Fat-content
A0B93,Qualitative-info
A0B94,Alcohol-content
A0B95,Process
A0B96,Extent-of-cooking
A0B97,Packaging-format
A0B98,Packaging-material
A0B99,Part-consumed-analysed
A0B9A,Production-method
A0B9B,Preparation-production-place
A0B9C,Target-consumer
A0B9D,Intended-use
A0B9E,Risky-ingredient
A0B9F,Generic-term
A0B9G,"Corned beef, cooked"
A0BA0,Live plants (as part-nature)
A0BA1,Cooking and similar thermal preparation processes
A0BA5,In air (normal atmosphere)
A0BA6,In modified atmosphere
A0BAH,Azuki beans (without pods)
A0BAJ,Field bean (fresh seeds)
A0BAK,Navy bean (fresh seeds)
A0BAL,Kidney bean (fresh seeds)
A0BAM,Flageolet (fresh seeds)
A0BAN,Rice beans (without pods)
A0BAP,Black gram (fresh seeds)
A0BAQ,Mung beans (without pods)
A0BAR,Marrowfat pea (fresh seeds)
A0BAS,Tepary bean (fresh seeds)
A0BAT,Mat bean (fresh seeds)
A0BAV,Chickpeas (without pods)
A0BAX,Chickling vetches (without pods)
A0BAY,Vetches (without pods)
A0BAZ,Lablab beans (without pods)
A0BB0,Horse gram (fresh seeds)
A0BB1,Kersting's groundnut (fresh seeds)
A0BB6,Aloe leaf gel (pulp)
A0BB7,Blue Agave heart
A0BBB,"Barley, roasted (feed)"
A0BBC,Barley fibre (feed)
A0BBD,Barley hulls (feed)
A0BBE,Barley middlings (feed)
A0BBF,Barley protein (feed)
A0BBG,Barley protein feed (feed)
A0BBH,Barley solubles (feed)
A0BBJ,Barley bran (feed)
A0BBK,Liquid barley starch (feed)
A0BBL,Malting barley screenings (feed)
A0BBM,Malting barley and malt fines (feed)
A0BBN,Malting barley husks (feed)
A0BBP,"Barley distillers solids, wet (feed)"
A0BBQ,"Barley distillers solubles, wet (feed)"
A0BBR,Malt (feed)
A0BBS,Malt rootlets (feed)
A0BBT,Maize middlings (feed)
A0BBV,Maize bran (feed)
A0BBX,Maize cobs (feed)
A0BBY,Maize screenings (feed)
A0BBZ,Maize fibre (feed)
A0BC0,Maize gluten (feed)
A0BC1,Maize gluten feed (feed)
A0BC2,Maize germ expeller (feed)
A0BC3,Maize germ meal (feed)
A0BC4,Crude maize germ oil (feed)
A0BC5,"Maize, puffed (feed)"
A0BC6,Maize steep liquor (feed)
A0BC7,Sweet corn silage (feed)
A0BC8,Dehulled oats (feed)
A0BC9,Oat flakes (feed)
A0BCA,Oat middlings (feed)
A0BCB,Oat hulls (feed)
A0BCC,Fodder oat flour (feed)
A0BCD,Oat (feed)
A0BCE,"Quinoa seed, extracted (feed)"
A0BCF,"Rice, broken (feed)"
A0BCG,"Rice, milled (feed)"
A0BCH,"Rice, pre-gelatinized (feed)"
A0BCJ,"Rice, extruded (feed)"
A0BCK,Rice flakes;[Rice pre-gelatinized] (feed)
A0BCL,"Rice, husked/brown (feed)"
A0BCM,Ground fodder rice (feed)
A0BCN,Brown rice flour (feed)
A0BCP,Rice bran (feed)
A0BCQ,Rice bran with calcium carbonate (feed)
A0BCR,Defatted rice bran (feed)
A0BCS,Rice bran oil (feed)
A0BCT,Rice middlings (feed)
A0BCV,Rice middlings with calcium carbonate (feed)
A0BCX,Brewers’ rice (feed)
A0BCY,Rice germ (feed)
A0BCZ,Rice germ expeller (feed)
A0BD0,Rice germ meal (feed)
A0BD1,Rice protein (feed)
A0BD2,Liquid polished rice (feed)
A0BD3,Rye middlings (feed)
A0BD4,Rye (feed)
A0BD5,Sorghum white (feed)
A0BD6,Sorghum gluten feed (feed)
A0BD7,Spelt bran (feed)
A0BD8,Spelt hulls (feed)
A0BD9,Spelt middlings (feed)
A0BDA,Wheat rootlets (feed)
A0BDB,"Wheat, pre-gelatinised (feed)"
A0BDC,Wheat middlings (feed)
A0BDD,Wheat flakes (feed)
A0BDE,Wheat (feed)
A0BDF,Malted fermented wheat particles (feed)
A0BDG,Wheat fibre (feed)
A0BDH,"Wheat germ, fermented (feed)"
A0BDJ,Wheat germ expeller (feed)
A0BDK,Wheat protein (feed)
A0BDL,Wheat gluten feed (feed)
A0BDM,Vital wheat gluten (feed)
A0BDN,Liquid wheat starch (feed)
A0BDP,"Wheat starch containing protein, partially de-sugared (feed)"
A0BDQ,Wheat solubles (feed)
A0BDR,Wheat yeast concentrate (feed)
A0BDS,Malting wheat screenings (feed)
A0BDT,Malting wheat and malt fines (feed)
A0BDV,Malting wheat husks (feed)
A0BDX,Grain protein concentrate (feed)
A0BDY,Cereal grains screenings (feed)
A0BDZ,Grain germ (feed)
A0BE0,Grain spent wash syrup (feed)
A0BEC,Babassu expeller (feed)
A0BED,Camelina seed (feed)
A0BEE,"Camelina, expeller (feed)"
A0BEF,Camelina meal (feed)
A0BEG,Cocoa husks (feed)
A0BEH,Cocoa hulls (feed)
A0BEJ,"Cocoa bean meal, partially decorticated (feed)"
A0BEK,Copra expeller (feed)
A0BEL,"Copra, hydrolysed expeller (feed)"
A0BEM,Copra meal (feed)
A0BEP,"Cotton seed meal, partially decorticated (feed)"
A0BEQ,Cotton seed - expeller (feed)
A0BER,"Groundnut expeller, partially - decorticated (feed)"
A0BES,"Groundnut meal, partially decorticated (feed)"
A0BET,"Groundnut - expeller, decorticated (feed)"
A0BEV,"Groundnut meal, decorticated (feed)"
A0BEX,Kapok expeller (feed)
A0BEY,Linseed expeller (feed)
A0BEZ,Linseed meal (feed)
A0BF0,Mustard bran (feed)
A0BF1,Mustard seed meal (feed)
A0BF2,Niger seed - expeller (feed)
A0BF3,Olive pulp (feed)
A0BF4,Palm kernel - expeller (feed)
A0BF5,Palm kernel meal (feed)
A0BF6,"Pumpkin and squash seed, expeller (feed)"
A0BF7,Rape seed - expeller (feed)
A0BF8,Rape seed meal (feed)
A0BF9,"Rape seed, extruded (feed)"
A0BFA,Rape seed protein concentrate (feed)
A0BFB,"Safflower seed meal, partially decorticated (feed)"
A0BFC,Safflower hulls (feed)
A0BFD,"Sesame seed, partially dehulled (feed)"
A0BFE,Sesame hulls (feed)
A0BFF,Sesame seed - expeller (feed)
A0BFG,Toasted soya (beans) (feed)
A0BFH,Soya (bean) expeller (feed)
A0BFJ,Soya (bean) meal (feed)
A0BFK,"Soya (bean) meal, dehulled (feed)"
A0BFL,Soya (bean) hulls (feed)
A0BFM,"Soya beans, extruded (feed)"
A0BFN,Soya (bean) - protein concentrate (feed)
A0BFP,Soya bean pulp - [Soya bean paste] (feed)
A0BFQ,Soya bean molasses (feed)
A0BFR,By-product from soybean preparation (feed)
A0BFS,Sunflower seed expeller (feed)
A0BFT,Sunflower seed meal (feed)
A0BFV,"Sunflower seed meal, dehulled (feed)"
A0BFX,Sunflower seed hulls (feed)
A0BFZ,Hemp expeller (feed)
A0BG0,Hemp oil (feed)
A0BG1,Poppy meal (feed)
A0BG3,"Beans, toasted (feed)"
A0BG4,Bean protein concentrate (feed)
A0BG5,"Carob, dried (feed)"
A0BG6,"Carob pods, dried (feed)"
A0BG7,"Dried carob pod meal, micronised (feed)"
A0BG8,Carob germ (feed)
A0BG9,"Carob germ, expeller (feed)"
A0BGA,Locust bean (seed) (feed)
A0BGB,Ervil (feed)
A0BGC,Guar meal (feed)
A0BGD,Guar germs meal (feed)
A0BGE,Horse bean flakes (feed)
A0BGF,Film horse beans; [Faba bean hulls] (feed)
A0BGG,"Horse beans, dehulled (feed)"
A0BGH,Horse bean protein (feed)
A0BGJ,Lentil hulls (feed)
A0BGK,Sweet lupins (feed)
A0BGL,"Sweet lupins, dehulled (feed)"
A0BGM,"Film lupins, [lupin hulls] (feed)"
A0BGN,Lupin pulp (feed)
A0BGP,Lupin middlings (feed)
A0BGQ,Lupin protein (feed)
A0BGR,Lupin protein meal (feed)
A0BGS,Pea bran (feed)
A0BGT,Pea flakes (feed)
A0BGV,Pea flour (feed)
A0BGX,Pea hulls (feed)
A0BGY,"Peas, dehulled (feed)"
A0BGZ,Pea middlings (feed)
A0BH0,Pea screenings (feed)
A0BH1,Pea protein (feed)
A0BH2,Pea pulp (feed)
A0BH3,Pea solubles (feed)
A0BH4,Pea fibre (feed)
A0BH5,Vetches (feed)
A0BH6,Monantha vetch (feed)
A0BH8,Sugar beet tops and tails (feed)
A0BH9,(Beet) sugar; [sucrose] (feed)
A0BHA,"(Sugar) beet - molasses, partially desugared and/or debetainized (feed)"
A0BHB,Isomaltulose (feed)
A0BHC,Wet (sugar) beet pulp (feed)
A0BHD,Pressed (sugar) beet pulp (feed)
A0BHE,"Pressed (sugar) beet pulp, molassed (feed)"
A0BHF,Dried (sugar) beet pulp (feed)
A0BHG,"Dried (sugar) beet pulp, molassed (feed)"
A0BHM,Carrot scrapings (feed)
A0BHN,Carrot flakes (feed)
A0BHP,"Carrot, dried (feed)"
A0BHQ,"Carrot feed, dried (feed)"
A0BHR,Chicory tops and tails (feed)
A0BHS,Chicory seed (feed)
A0BHT,Pressed chicory pulp (feed)
A0BHV,Dried chicory pulp (feed)
A0BHX,Chicory roots powder (feed)
A0BHY,Chicory molasses (feed)
A0BHZ,Chicory vinasses (feed)
A0BJ0,Chicory inulin (feed)
A0BJ1,Oligofructose syrup (feed)
A0BJ2,"Oligofructose, dried (feed)"
A0BJ3,"Garlic, dried (feed)"
A0BJ4,"Manioc, dried (feed)"
A0BJ5,Onion pulp (feed)
A0BJ6,"Onions, fried (feed)"
A0BJ7,"Potatoes, peeled (feed)"
A0BJ8,"Potato peelings, steamed (feed)"
A0BJ9,"Potato cuttings, raw (feed)"
A0BJA,Potato scrapings (feed)
A0BJB,"Potato, mashed (feed)"
A0BJC,Potato pulp (feed)
A0BJD,"Potato pulp, dried (feed)"
A0BJE,Potato protein (feed)
A0BJF,"Potato protein, hydrolysed (feed)"
A0BJG,"Potato protein, fermented (feed)"
A0BJH,"Potato protein fermented, liquid (feed)"
A0BJJ,"Potato juice, concentrated (feed)"
A0BJK,Potato granules (feed)
A0BJM,Acorn (feed)
A0BJN,"Acorn, dehulled (feed)"
A0BJP,Almond Hulls (feed)
A0BJQ,"Apple pulp, dried; [Apple pomace, dried] (feed)"
A0BJR,"Apple pulp, pressed; [Apple pomace, pressed] (feed)"
A0BJS,Apple molasses (feed)
A0BJT,Sugar beet seed (feed)
A0BJV,Buckwheat hulls and bran (feed)
A0BJX,Buckwheat middlings (feed)
A0BJY,Red cabbage seed (feed)
A0BJZ,Canary grass grain
A0BK0,Caraway seed (feed)
A0BK1,Broken chestnuts (feed)
A0BK2,Citrus pulp (feed)
A0BK3,"Citrus pulp, dried (feed)"
A0BK4,Red clover seed (feed)
A0BK5,White clover seed (feed)
A0BK6,Coffee skins (feed)
A0BK7,Cornflower seed (feed)
A0BK8,Cucumber seed (feed)
A0BK9,Cypress seed (feed)
A0BKA,Date seed (feed)
A0BKB,Fruit kernels (feed)
A0BKC,Fruit pulp (feed)
A0BKD,"Fruit pulp, dried (feed)"
A0BKE,Garden cress seeds (feed)
A0BKF,Graminaceous seeds (feed)
A0BKG,Grape pips (feed)
A0BKH,Grape pips meal (feed)
A0BKJ,Grape pulp [Grape marc] (feed)
A0BKK,Pectin (feed)
A0BKL,Perilla seeds
A0BKM,Plantago seed (feed)
A0BKN,Radish seed (feed)
A0BKP,Spinach seed (feed)
A0BKQ,Thistle seed (feed)
A0BKR,Tomato pulp [tomato pomace] (feed)
A0BKS,Yarrow seed (feed)
A0BKV,Beet leaves (feed)
A0BKY,Cereals straw (feed)
A0BKZ,"Cereal straw, treated (feed)"
A0BL0,Clover meal (feed)
A0BL5,Hemp flour (feed)
A0BL6,Hemp fibre (feed)
A0BL7,Horse bean straw (feed)
A0BL8,Linseed straw (feed)
A0BL9,Lucerne; [Alfalfa] (feed)
A0BLA,Lucerne field dried; [Alfalfa field dried] (feed)
A0BLB,"Lucerne, high temperature dried; [Alfalfa, high temperature dried] (feed)"
A0BLC,"Lucerne, extruded; [Alfalfa, extruded] (feed)"
A0BLD,Lucerne meal; [Alfalfa meal] (feed)
A0BLE,Lucerne pomace; [Alfalfa pomace] (feed)
A0BLF,Lucerne protein concentrate; [Alfalfa protein concentrate] (feed)
A0BLG,Lucerne solubles (feed)
A0BLH,Maize silage (feed)
A0BLJ,Pea Straw (feed)
A0BLM,Dried algae (feed)
A0BLN,Algae meal (feed)
A0BLP,Algal oil (feed)
A0BLQ,Algae extract; [Algae fraction] (feed)
A0BLR,Seaweed meal (feed)
A0BLS,Barks- (feed)
A0BLT,"Blossoms, dried (feed)"
A0BLV,"Broccoli, dried (feed)"
A0BLX,(Sugar) cane molasses (feed)
A0BLY,"(Sugar) cane - Molasses, partially desugared (feed)"
A0BLZ,(Cane) sugar [sucrose] (feed)
A0BM0,Cane bagasse (feed)
A0BM1,"Leaves, dried (feed)"
A0BM2,Lignocellulose (feed)
A0BM3,Liquorice root (feed)
A0BM4,Mint (feed)
A0BM5,"Spinach, dried (feed)"
A0BM6,Mojave yucca (feed)
A0BM7,Vegetal carbon; [charcoal] (feed)
A0BM8,Wood (feed)
A0BMB,Buttermilk / - Buttermilk concentrate / - Buttermilk powder (feed)
A0BMC,Casein (feed)
A0BMD,Caseinate (feed)
A0BME,Cheese and cheese products (feed)
A0BMF,Colostrum/colostrum powder (feed)
A0BMG,Dairy by-products (feed)
A0BMH,Milk/milk powder (feed)
A0BMJ,Skimmed milk/skimmed milk powder (feed)
A0BMK,Milk fat (feed)
A0BML,Milk protein powder (feed)
A0BMM,Condensed and evaporated milk and their products (feed)
A0BMN,Milk permeate / - Milk permeate powder (feed)
A0BMP,Milk retentate / Milk retentate powder (feed)
A0BMQ,Whey/whey powder (feed)
A0BMR,Delactosed whey/ Delactosed whey powder (feed)
A0BMS,Whey protein / Whey protein powder (feed)
A0BMT,"Demineralised, delactosed whey/ - Demineralised, delactosed whey powder (feed)"
A0BMV,Whey permeate / - Whey permeate powder (feed)
A0BMX,Whey retentate / whey retentate powder (feed)
A0BMZ,Animal by-products (feed)
A0BN0,Apiculture by-products (feed)
A0BN1,Processed animal protein (feed)
A0BN2,Gelatine process derived proteins (feed)
A0BN3,Hydrolysed animal proteins
A0BN4,Blood meal (feed)
A0BN5,Blood products (feed)
A0BN6,Catering reflux [Catering recycling] (feed)
A0BN7,Collagen (feed)
A0BN8,Feather meal (feed)
A0BN9,Gelatine (feed)
A0BNA,Greaves (feed)
A0BNB,Products of animal origin (feed)
A0BNC,Eggs (feed)
A0BND,Albumen (feed)
A0BNE,"Egg products, dried (feed)"
A0BNF,Egg powder sugared (feed)
A0BNG,"Egg shells, dried (feed)"
A0BNH,Terrestrial invertebrates as feed (feed)
A0BNK,Aquatic invertebrates as feed (feed)
A0BNM,Crustacea meal (feed)
A0BNP,Fish meal (feed)
A0BNQ,Fish solubles (feed)
A0BNR,"Fish protein, hydrolysed (feed)"
A0BNS,Fishbone meal (feed)
A0BNT,"Fish oil, feed grade (feed)"
A0BNV,"Fish oil, hydrogenated (feed)"
A0BNX,Krill oil (feed)
A0BNY,"Krill protein concentrate, hydrolysed (feed)"
A0BNZ,Marine annelid meal (feed)
A0BP0,Marine zooplankton meal (feed)
A0BP1,Marine zooplankton oil (feed)
A0BP2,Mollusc meal (feed)
A0BP3,Squid meal (feed)
A0BP4,Minerals and products derived thereof (feed)
A0BP5,Calcium carbonate; [Limestone] (feed)
A0BP6,Calcareous marine shells (feed)
A0BP7,Calcium and magnesium carbonate (feed)
A0BP8,Maerl (feed)
A0BP9,Lithothamn (feed)
A0BPA,Calcium chloride (feed)
A0BPB,Calcium hydroxide (feed)
A0BPC,Calcium sulphate anhydrous (feed)
A0BPD,Calcium sulphate hemihydrate (feed)
A0BPE,Calcium sulphate dihydrate (feed)
A0BPF,Calcium salts of organic acids (feed)
A0BPG,Calcium oxide (feed)
A0BPH,Calcium gluconate (feed)
A0BPJ,Calcium Sulphate / Carbonate (feed)
A0BPK,Calcium pidolate (feed)
A0BPL,Magnesium oxide (feed)
A0BPM,Magnesium sulphate heptahydrate (feed)
A0BPN,Magnesium sulphate monohydrate (feed)
A0BPP,Magnesium sulphate anhydrous (feed)
A0BPQ,Magnesium propionate (feed)
A0BPR,Magnesium chloride (feed)
A0BPS,Magnesium carbonate (feed)
A0BPT,Magnesium hydroxide (feed)
A0BPV,Magnesium potassium sulphate (feed)
A0BPX,Magnesium salts of organic acids (feed)
A0BPY,Dicalcium phosphate; [Calcium hydrogen orthophosphate] (feed)
A0BPZ,Mono-dicalcium phosphate (feed)
A0BQ0,Mono-calcium phosphate; [Calcium tetrahydrogen diorthophosphate] (feed)
A0BQ1,Tri-calcium phosphate; [Tricalcium orthophosphate] (feed)
A0BQ2,Calcium-magnesium phosphate (feed)
A0BQ3,Defluorinated phosphate (feed)
A0BQ4,Di-calciumpyrophosphate; [Dicalcium diphosphate] (feed)
A0BQ5,Magnesium phosphate (feed)
A0BQ6,Sodium-calcium-magnesium phosphate (feed)
A0BQ7,Mono-sodium phosphate; [Sodium dihydrogen orthophosphate] (feed)
A0BQ8,Di-sodium phosphate; [Disodium hydrogen orthophosphate] (feed)
A0BQ9,Tri-sodium Phosphate; [Trisodium orthophosphate] (feed)
A0BQA,Sodium pyrophosphate; [Tetrasodium diphosphate] (feed)
A0BQB,Mono-potassium phosphate; [Potassium dihydrogen orthophosphate] (feed)
A0BQC,Di-potassium phosphate; [Di potassium hydrogen orthophosphate] (feed)
A0BQD,Calcium sodium phosphate (feed)
A0BQE,Mono-ammonium phosphate; [Ammonium dihydrogen orthophosphate] (feed)
A0BQF,Di-ammonium phosphate; [Diammonium hydrogen orthophosphate] (feed)
A0BQG,Sodium tri-polyphosphate; [Penta sodium triphosphate] (feed)
A0BQH,Sodium magnesium phosphate (feed)
A0BQJ,Magnesium hypophosphite (feed)
A0BQK,Degelatinised bone meal (feed)
A0BQL,Bone ash (feed)
A0BQM,Sodium chloride (feed)
A0BQN,Sodium bicarbonate [Sodium hydrogencarbonate] (feed)
A0BQP,Sodium/ammonium (bi)carbonate [Sodium/ammonium(hydrogen)carbonate] (feed)
A0BQQ,Sodium carbonate (feed)
A0BQR,Sodium sesquicarbonate [Trisodium hydrogendicarbonate] (feed)
A0BQS,Sodium sulphate (feed)
A0BQT,Sodium salts of organic acids (feed)
A0BQV,Potassium chloride (feed)
A0BQX,Potassium sulphate (feed)
A0BQY,Potassium carbonate (feed)
A0BQZ,Potassium bicarbonate [Potassium hydrogen carbonate] (feed)
A0BR0,Potassium salts of organic acids (feed)
A0BR1,Flower of sulphur (feed)
A0BR2,Attapulgite (feed)
A0BR3,Quartz (feed)
A0BR4,Cristobalite (feed)
A0BR5,Ammonium sulphate (feed)
A0BR6,Ammonium sulphate solution (feed)
A0BR7,Ammonium salts of organic acids (feed)
A0BR8,Ammonium lactate (feed)
A0BR9,Ammonium acetate (feed)
A0BRA,Fermentation (by-)products from microorganisms the cells of which have been inactivated or killed (feed)
A0BRB,Products obtained from the biomass of specific micro-organisms grown on certain substrates (feed)
A0BRC,Protein from Methylophilus methylotrophus (feed)
A0BRD,"Protein from Methylococcus capsulatus (Bath), Alca ligenes acidovorans, Bacillus brevis and Bacillus firmus (feed)"
A0BRE,Bacterial protein from Escherichia coli (feed)
A0BRF,Bacterial protein from Corynebacterium glutamicum (feed)
A0BRG,Yeasts and like products [Brewers’yeast] [Yeast product] (feed)
A0BRH,Yeasts from biodiesel process (feed)
A0BRJ,Other fermentation by-products (feed)
A0BRK,Vinasses - [condensed molasses soluble] - (feed)
A0BRL,By-products from the production of L-glutamic acid (feed)
A0BRM,By-products from the production of L-lysine-monohydrochloride with Brevibacterium lactofermentum (feed)
A0BRN,By-products from the production of amino acids with Corynbacterium glutamicum (feed)
A0BRP,By-products from the production of amino acids with Escherichia coli K12 (feed)
A0BRQ,By-product of enzyme production with Aspergillus niger (feed)
A0BS8,Feed beer (feed)
A0BS9,Caramelized sugar (feed)
A0BSA,Glucose syrup (feed)
A0BSB,Glucose molasses (feed)
A0BSC,Xylose (feed)
A0BSD,Lactulose (feed)
A0BSE,Glucosamine (Chitosamine) (feed)
A0BSF,Starch (feed)
A0BSG,"Starch, pre-gelatinised (feed)"
A0BSH,Starch mixture (feed)
A0BSJ,Starch hydrolysates cake (feed)
A0BSK,Dextrin
A0BSL,Maltodextrin
A0BSM,Polydextrose
A0BSN,Acid oils from chemical refining (feed)
A0BSP,Fatty acids esterified with glycerol (feed)
A0BSQ,Mono di and tri glycerides of fatty acids (feed)
A0BSR,Salts of fatty acids (feed)
A0BSS,Chondroitin sulphate (feed)
A0BST,"Glycerine, crude (feed)"
A0BSV,Glycerine (feed)
A0BSX,Methyl sulphonyl methane (feed)
A0BSY,Peat (feed)
A0BSZ,Propylene glycol (feed)
A0BXE,Plant commodities (RPCs)
A0BXF,Animal meat commodities (tissue RPCs)
A0BXJ,Fruit RPCs
A0BY1,Groats
A0BY3,Processed or preserved fruits
A0BY4,Fruit juices (100% from named source)
A0BY5,Animal mechanically separated meat (MSM)
A0BY8,Liquid or gel separated from plant RPCs
A0BY9,Processed or preserved legumes
A0BYA,"Derivatives of coffee, cocoa, tea, herbal infusion materials and similar RPCs"
A0BYG,Preservation treatments not changing nature
A0BYK,Other organs (non-muscle) (as part-nature)
A0BYL,Other slaughtering products (as part-nature)
A0BYM,Protective packing
A0BYN,Aseptic filling
A0BYP,Canning / jarring
A0BYZ,Mammals and birds meat (as part-nature)
A0BZ0,Maltodextrins and similar (as part-nature)
A0BZ1,Inulin and other polyfructoses (as part-nature)
A0BZ2,Fermented milk (as part-nature)
A0BZ3,Fermented cream (as part-nature)
A0BZ4,Processed or preserved seafood
A0BZ5,Canned seafood
A0BZ6,Marinated meat (as part-nature)
A0BZG,Aspiration
A0BZH,Air fractionation
A0BZJ,Condensation (gas to liquid)
A0BZK,Depectinising
A0BZL,Desliming
A0BZM,Desugaring
A0BZN,Pressing
A0BZP,Filtration
A0BZQ,Super-critical gas extraction
A0BZR,Solvent extraction
A0BZS,Water or steam extraction
A0BZT,Refining
A0BZV,Polishing
A0BZX,Pelleting
A0BZY,Fractionation
A0BZZ,Whole production processes
A0C00,Winemaking
A0C01,Beer production
A0C02,Oil production
A0C03,Grain milling
A0C04,Sugar production
A0C05,Fodder production
A0C06,Oil production - mechanical cold
A0C07,Oil production - solvent based
A0C08,Oil production - mechanical warm
A0C09,Grain milling - early stages (cleaning)
A0C0A,Grain milling - flours production
A0C0B,Starch production
A0C0C,Spray drying
A0C0D,Gravitational separation
A0C0E,Rumen protection
A0C0F,Micronisation
A0C0G,Gelling
A0C0H,Melting
A0C0J,Liquefying
A0C0K,Maceration
A0C0L,Malting
A0C0M,Detoxification
A0C0N,Preservation with substances / ingredients
A0C0P,Modification with substances / ingredients
A0C0Q,Generic process descriptors
A0C0R,Processed
A0C0S,Unprocessed
A0C0T,Hydrolysed vegetable proteins
A0C0V,Alcohol free
A0C0X,Microbiological or enzymatic (as part-nature)
A0C0Y,Neck skin (as part-nature)
A0C0Z,"Maize, milled"
A0C10,Minced meat (as part-nature)
A0C12,Legislative-classes
A0C13,"FA-18. Processed foods not covered by categories 1 to 17, excluding foods for infants and young children"
A0C14,FA-17.3 Food supplements supplied in a syrup-type or chewable form
A0C15,FA-17.2 Food supplements supplied in a liquid form
A0C16,"FA-17.1 Food supplements supplied in a solid form including capsules and tablets and similar forms, excluding chewable forms"
A0C17,FA-17. Food supplements as defined in Directive 2002/46/EC of the European Parliament and of the Council ( 5 ) excluding food supplements for infants and young children
A0C18,"FA-16. Desserts excluding products covered in categories 1, 3 and 4"
A0C19,FA-15.2 Processed nuts
A0C1A,"FA-15.1 Potato-, cereal-, flour- or starch-based snacks"
A0C1B,FA-15. Ready-to-eat savouries and snacks
A0C1C,FA-14.2.8 Other alcoholic drinks including mixtures of alcoholic drinks with non-alcoholic drinks and spirits with less than 15 % of alcohol
A0C1D,FA-14.2.7.3 Aromatised wine-product cocktails
A0C1E,FA-14.2.7.2 Aromatised wine-based drinks
A0C1F,FA-14.2.7.1 Aromatised wines
A0C1G,FA-14.2.7 Aromatised wine-based products as defined by Regulation (EEC) No 1601/91
A0C1H,FA-14.2.6 Spirit drinks as defined in Regulation (EC) No 110/2008
A0C1J,FA-14.2.5 Mead
A0C1K,FA-14.2.4 Fruit wine and made wine
A0C1L,FA-14.2.3 Cider and perry
A0C1M,"FA-14.2.2 Wine and other products defined by Regulation (EEC) No 1234/2007, and alcohol-free counterparts"
A0C1N,FA-14.2.1 Beer and malt beverages
A0C1P,"FA-14.2 Alcoholic beverages, including alcohol-free and low-alcohol counterparts"
A0C1Q,FA-14.1.5.2 Other
A0C1R,"FA-14.1.5.1 Coffee, coffee extracts"
A0C1S,"FA-14.1.5 Coffee, tea, herbal and fruit infusions, chicory; tea, herbal and fruit infusions and chicory extracts; tea, plant, fruit and cereal preparations for infusions, as well as mixes and instant mixes of these products"
A0C1T,FA-14.1.4 Flavoured drinks
A0C1V,FA-14.1.3 Fruit nectars as defined by Directive 2001/112/EC and vegetable nectars and similar products
A0C1X,FA-14.1.2 Fruit juices as defined by Directive 2001/112/EC and vegetable juices
A0C1Y,"FA-14.1.1 Water, including natural mineral water as defined in Directive 2009/54/EC and spring water and all other bottled or packed waters"
A0C1Z,FA-14.1 Non-alcoholic beverages
A0C20,FA-14. Beverages
A0C21,FA-13.4 Foods suitable for people intolerant to gluten as defined by Commission Regulation (EC) No 41/2009 ( 4 )
A0C22,FA-13.3 Dietary foods for weight control diets intended to replace total daily food intake or an individual meal (the whole or part of the total daily diet)
A0C23,FA-13.2 Dietary foods for special medical purposes defined in Directive 1999/21/EC (excluding products from food category 13.1.5)
A0C24,FA-13.1.5.2 Dietary foods for babies and young children for special medical purposes as defined in Directive 1999/21/EC
A0C25,FA-13.1.5.1 Dietary foods for infants for special medical purposes and special formulae for infants
A0C26,FA-13.1.5 Dietary foods for infants and young children for special medical purposes as defined by Commission Directive 1999/21/EC ( 3 ) and special formulae for infants
A0C27,FA-13.1.4 Other foods for young children
A0C28,FA-13.1.3 Processed cereal-based foods and baby foods for infants and young children as defined by Commission Directive 2006/125/EC ( 2 )
